Raw_Affiliation,Latitude,Longitude,in_science_park_osm,park_name_osm,univ_research_count,nearest_station_m,nearest_junction_m,method_used_osm,park_name_gt,nearest_park_wikidata_id,distance_to_park_m,in_science_park_gt,agree
"Department of Electrical and Computer Engineering, The University of Ontario Institute of Technology, Oshawa, Canada",43.8975558,-78.8635324,False,,3.0,3393.0423047317777,1905.8657908387715,B_density_fallback,University City Science Center,Q7894587,533094.1,False,True
"International College of Semiconductor Technology, National Chiao Tung University, Taiwan",24.7867677,120.9972441,False,,3.0,2293.1776908896613,1167.9670679442231,B_density_fallback,Hsinchu Science Park,Q717461,1815.6,True,False
"National Center for High-performance Computing, National Applied Research Laboratories, Taiwan",,,,,,,,no_coordinates,,,,,
"Laboratory of Advanced Design, Manufacturing & Reliability for MEMS/NEMS/OEDS, Jiangsu University, Zhenjiang 212013, PR China",,,,,,,,no_coordinates,,,,,
"Department of Materials Science and Engineering, College of Engineering, Texas A&M University, College Station, TX 77843, United States",30.6183939,-96.3455991,False,,4.0,,2487.479396091368,B_density_fallback,Cummings Research Park,Q5194123,1015382.4,False,True
"Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St John’s, NL, Canada",47.5733474,-52.7333092,False,,4.0,,1360.4344879225216,B_density_fallback,Québec Metro High Tech Park (Canada),Q59535539,1403626.0,False,True
"Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St John's, NL, Canada",47.5733474,-52.7333092,False,,4.0,,1360.4344879225216,B_density_fallback,Québec Metro High Tech Park (Canada),Q59535539,1403626.0,False,True
"Department of Electrical and Computer Engineering, University of Kaiserslautern, Kaiserslautern, Germany",49.4470221,7.7592805,False,,3.0,1411.7020647085546,3063.0826428499813,B_density_fallback,InnovationsCampus Saar,Q98546218,63748.2,False,True
"Sakarya University, Serdivan, Turkey",40.7421339,30.331007,False,,2.0,3843.107718762692,2277.633802800984,B_density_fallback,Hacettepe Teknokent,Q84360660,226174.7,False,True
"Department of Electrical and Electronics Engineering, National Institute of Technology Karnataka Surathkal, Mangalore, India",12.8698101,74.8430082,False,,1.0,712.7972662130106,,B_density_fallback,International Tech Park Bangalore,Q4357999,313782.3,False,True
"Southern Power Distribution Company, Ltd., Tirupati, India",13.7363321,79.9949815,False,,0.0,3026.3861098596326,,B_density_fallback,International Tech Park Bangalore,Q4357999,258260.2,False,True
"School of Microelectronics, Southern University of Science and Technology, Shenzhen, China",22.603603,113.9968497,False,,3.0,886.5788854486823,1728.8542101816622,B_density_fallback,Longhua Science and Technology Park,Q25105169,7966.8,False,True
"The University of British Columbia, Vancouver, BC, Canada",49.2824047,-123.1086406,False,,8.0,337.8479541602525,,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,1294330.4,False,True
"Engineering Research Center of Integrated Circuits for Next-Generation Communications, Southern University of Science and Technology, Shenzhen, China",22.603603,113.9968497,False,,3.0,886.5788854486823,1728.8542101816622,B_density_fallback,Longhua Science and Technology Park,Q25105169,7966.8,False,True
"GaN Device Engineering Technology Research Center of Guangdong, Southern University of Science and Technology, Shenzhen, China",22.603603,113.9968497,False,,3.0,886.5788854486823,1728.8542101816622,B_density_fallback,Longhua Science and Technology Park,Q25105169,7966.8,False,True
"Shenzhen Institute of Wide-Bandgap Semiconductors, Southern University of Science and Technology, Shenzhen, China",22.603603,113.9968497,False,,3.0,886.5788854486823,1728.8542101816622,B_density_fallback,Longhua Science and Technology Park,Q25105169,7966.8,False,True
"Ajou University, Suwon, South Korea",37.2830024,127.0453782,False,,2.0,822.9983833139123,1857.661103919616,B_density_fallback,Kyoto Research Park,Q11374832,820620.4,False,True
"Electrical and Electronics Engineering Department, SRM Institute of Science and Technology, Kattankulathur, India",,,,,,,,no_coordinates,,,,,
"Department of Electrical and Electronics Engineering, Malaviya National Institute of Technology, Jaipur, India",26.9154576,75.8189817,False,,5.0,1032.534711051319,2853.377504829331,B_density_fallback,Dhirubhai Ambani Knowledge City,Q5269620,914306.3,False,True
"Department of Thermal Science and Energy Engineering, University of Science and Technology of China, 96 Jinzhai Road, Hefei City, 230026, China",31.839072,117.2642075,False,,6.0,615.9152085701091,632.6305302157282,B_density_fallback,Hefei Xinzhan Hi-tech Industry Development Zone,Q45007283,88227.9,False,True
"Research Center for Sustainable Energy Technologies, Energy and Environment Institute, University of Hull, Hull, HU6 7RX, UK",53.7732507,-0.3670415,False,,1.0,2725.979619580879,,B_density_fallback,York Science Park,Q119438225,48601.1,False,True
"Electrical Engineering, Zhejiang University, China",30.521595,120.7195312,False,,5.0,,,B_density_fallback,Huawei Lianqiuhu,Q134884779,65964.9,False,True
"Infineon Technologies Austria AG, Austria",46.5957187,13.8579336,False,,0.0,1999.702920751786,1618.9850414110208,B_density_fallback,Lakeside Science & Technology Park,Q24026883,31045.4,False,True
Dipartimento di Ingegneria dell'Informazione (DINFO) University of Florence Italy,,,,,,,,no_coordinates,,,,,
"Dipartimento di Ingegneria dell'Informazione (DINFO), University of Florence, Italy",43.8041147,11.2729461,False,,12.0,1549.0679418703248,,B_density_fallback,Polo tecnologico,Q55750607,24200.2,False,True
Department of Electrical Engineering Wright State University Dayton Ohio USA,,,,,,,,no_coordinates,,,,,
"Department of Electrical Engineering, Wright State University, Dayton, Ohio, USA",39.7842039,-84.0567799,False,,1.0,,822.8940460125737,B_density_fallback,Discovery Park,Q5281955,253897.0,False,True
"State Key Laboratory of Analog and Mixed-Signal VLSI, Institute of Microelectronics, University of Macau, Macao, China",22.1283648,113.5437784,False,,3.0,1372.126594446036,,B_density_fallback,Hong Kong-Shenzhen Innovation and Technology Park,Q28650892,70314.7,False,True
"FST-DECE, University of Macau, Macao, China",22.1283648,113.5437784,False,,3.0,1372.126594446036,,B_density_fallback,Hong Kong-Shenzhen Innovation and Technology Park,Q28650892,70314.7,False,True
"Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Lisbon, Portugal",38.7367455,-9.1383914,False,,21.0,875.1102236856678,1484.4023414958983,B_density_fallback,Biocant,Q4914701,186207.5,False,True
Hematology Service Hospital de la Santa Creu y Sant Pau  Barcelona Spain,,,,,,,,no_coordinates,,,,,
José Carreras Leukemia Research Institute  Barcelona Spain,,,,,,,,no_coordinates,,,,,
Laboratory of Experimental Hematology‐IIB Institut Recerca Hospital de la Santa Creu y Sant Pau  Barcelona Spain,,,,,,,,no_coordinates,,,,,
"Laboratory of Experimental Hematology-IIB, Institut Recerca Hospital de la Santa Creu y Sant Pau, Barcelona, Spain",41.3825802,2.177073,False,,16.0,208.6058505370236,879.3381148385108,B_density_fallback,Barcelona Biomedical Research Park,Q4859845,1388.4,True,False
"Hematology Service, Hospital de la Santa Creu y Sant Pau, Barcelona, Spain",41.3825802,2.177073,False,,16.0,208.6058505370236,879.3381148385108,B_density_fallback,Barcelona Biomedical Research Park,Q4859845,1388.4,True,False
Autonomous University of Barcelona  Barcelona Spain,41.5015527,2.1062607,False,,11.0,357.8901975156207,740.864577729608,B_density_fallback,Barcelona Scientific Park,Q11940149,13386.5,False,True
José Carreras Leukemia Research Institute Barcelona Spain,,,,,,,,no_coordinates,,,,,
"State University of New York Polytechnic Institute,College of Nanoscale Science and Engineering,Albany,NY,USA",42.6511674,-73.754968,False,,2.0,1570.5187419366,342.13430754342505,B_density_fallback,University City Science Center,Q7894587,322780.7,False,True
"The Ohio State University,Dept. of Elect. & Computer Eng.,Columbus,OH,USA",39.9622601,-83.0007065,False,,2.0,,1041.2935402769965,B_density_fallback,Ignition Park,Q16847353,332877.0,False,True
"North Carolina State University,Dept. of Elect. & Computer Eng.,Raleigh,NC,USA",35.7803977,-78.6390989,False,,4.0,845.1787248825427,699.5277018977956,B_density_fallback,Research Triangle Park,Q1187093,24657.3,False,True
"Ansys, Inc., Irvine, CA, USA",33.6692375,-117.7045261,False,,0.0,3024.8253524553447,3009.172565488516,B_density_fallback,NASA Research Park,Q6952426,572900.0,False,True
"Regal Beloit Corporation, Rowville, VIC, Australia",-37.9239267,145.2447672,False,,0.0,,2650.6650490341003,B_density_fallback,Australian Technology Park,Q4056106,698291.4,False,True
"Virginia Polytechnic Institute and State University,Center for Power Electronics Systems,Blacksburg,USA",37.2296566,-80.4136767,False,,1.0,,2348.460469318748,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,2856.7,False,True
"Shanghai Belling Co. Ltd., Shanghai, China",31.2312707,121.4700152,False,,0.0,523.5014637734587,285.11178335035385,B_density_fallback,Caohejing Hi-Tech Park,Q13671540,8256.9,False,True
"Newcastle University, School of Engineering, Merz Court, Newcastle upon Tyne NE1 7RU, UK",54.9809848,-1.6155186,False,,3.0,400.2727668470411,198.9398498169473,B_density_fallback,Netpark,Q6999841,36123.6,False,True
"Aavid, Thermal Division of Boyd Corporation, 12, Wansbeck Business Park, Ashington, Northumberland NE63 8QW, UK",55.1832364,-1.57027,False,,0.0,192.955850864128,3924.4158183234954,B_density_fallback,Netpark,Q6999841,57546.6,False,True
"Center for Engineering, Modelling and Social Science, Federal University of ABC, Av. Dos Estados, 5001, CEP 09210-580 Santo André, SP, Brazil",-22.0702705,-48.4333875,False,,0.0,,,B_density_fallback,SUPERA Park of Innovation and Technology of Ribeirão Preto,Q10345370,118545.8,False,True
"School of Computing, Electronics and Mathematics, Coventry University, Priory Street, CV1 5FB, UK",51.5278775,-0.0128748,False,,3.0,363.2913391309123,157.1953667866758,B_density_fallback,East London Tech City,Q5328863,5168.2,False,True
"Department of Engineering Science, University of Oxford, Parks Road, Oxford OX1 3PJ, UK",51.7605543,-1.258872,False,,61.0,1098.027789076333,2549.4797395397586,B_density_fallback,Begbroke Science Park,Q2893798,7193.9,False,True
"Global Energy Interconnection Research Institute, State Key Laboratory of Advanced Transmission Technology, Beijing, China",39.9057136,116.3912972,False,,4.0,316.3565947084334,1622.5489563040494,B_density_fallback,Zhongguancun,Q197834,10939.9,False,True
"State Key Laboratory of Alternate Electric System With Renewable Energy Sources, North China Electric Power University, Changping, Beijing, China",40.0881244,116.3035388,False,,1.0,1439.9309382516508,633.4609933981784,B_density_fallback,TusPark,Q17028810,10685.0,False,True
"School of Electrical and Electronic Engineering, State Key Laboratory of Advanced Electromagnetic Engineering and Technology, Huazhong University of Science and Technology, Wuhan, China",30.5202172,114.4118463,False,,3.0,1197.8024414165786,1806.5624488854687,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,294531.1,False,True
"ABB Beijing Drive Systems Co., Ltd., Chaoyang, China",39.9841106,116.4666395,False,,5.0,742.7040486961353,923.3899773602532,B_density_fallback,TusPark,Q17028810,12153.7,False,True
"Université de Paris, Inserm UMR976, Hôpital Saint-Louis, Paris, France",48.8738275,2.3677007,False,,4.0,466.1482515867236,2553.330890251335,B_density_fallback,Cité scientifique,Q2974822,200366.8,False,True
"Université de Paris, Inserm UMR976, Hôpital Saint-Louis, Paris, France; Hôpital Saint-Louis, Assistance Publique-Hôpitaux de Paris (AP-HP), Université de Paris, Laboratoire d'Immunologie, Paris, France. Electronic address: sophie.caillat-zucman@aphp.fr",48.8534951,2.3483915,False,,74.0,191.42332772248767,2198.8516737143227,B_density_fallback,Cité scientifique,Q2974822,202927.5,False,True
"Hôpital Saint-Louis, Assistance Publique-Hôpitaux de Paris (AP–HP), Université de Paris, Laboratoire d'Immunologie, Paris, France",48.8534951,2.3483915,False,,74.0,191.42332772248767,2198.8516737143227,B_density_fallback,Cité scientifique,Q2974822,202927.5,False,True
"Center for Peak of Excellence on Smart Medical Technology, National University of Singapore Suzhou Research Institute, Suzhou, China",31.311123,120.6212881,False,,6.0,410.2245212840388,2341.631876219944,B_density_fallback,Huawei Lianqiuhu,Q134884779,42771.9,False,True
"Department of Electrical Engineering, College of Engineering, Pune, Pune, Maharashtra, India",18.5338842,73.8805629,False,,1.0,323.8242839195957,,B_density_fallback,Dhirubhai Ambani Knowledge City,Q5269620,111340.1,False,True
"Hardware Department, Hella Automotive India, Pune, Maharashtra, India",18.5213738,73.8545071,False,,1.0,195.2174712931398,,B_density_fallback,Dhirubhai Ambani Knowledge City,Q5269620,109926.3,False,True
"Department of Engineering, University of Palermo, Viale delle Scienze, Parco d’Orleans, 90128 Palermo, Italy",38.1034637,13.3491043,False,,9.0,750.8247303780242,1408.4052903221016,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,419673.9,False,True
"Department of Engineering, University of Palermo, Viale delle Scienze, Parco d'Orleans, 90128 Palermo, Italy",38.1034637,13.3491043,False,,9.0,750.8247303780242,1408.4052903221016,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,419673.9,False,True
"Department of Electrical and Electronics Engineering, Nisantasi University, Istanbul 34406, Turkey",41.0521088,28.9850651,False,,14.0,209.71442235930888,1693.4506203777253,B_density_fallback,Manisa Teknokent,Q106637552,299750.2,False,True
"Department of Electrical and Electronic Engineering, Xi&#x2019;an Jiaotong&#x2013;Liverpool University, Suzhou, China",31.311123,120.6212881,False,,6.0,410.2245212840388,2341.631876219944,B_density_fallback,Huawei Lianqiuhu,Q134884779,42771.9,False,True
"School of Automation and the Hunan Provincial Key Laboratory of Power Electronics Equipment and Grid, Central South University, Changsha, China",28.1578368,112.9322974,False,,6.0,0.0,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,7886.7,False,True
"NCEPU (Yantai) Power Semiconductor Technology Research Institute Company, Ltd., Yantai, China",37.5163496,121.2404926,False,,0.0,,2105.237499576474,B_density_fallback,Linyi National High-Tech Zone,Q120017310,388402.0,False,True
"Danfoss Silicon Power R&D Munich, Ismaning, Germany",48.2242434,11.6715263,False,,1.0,612.0640997672493,2655.8850370903124,B_density_fallback,Augsburg Innovationspark,Q760517,59004.2,False,True
"School of Electrical Sciences, Indian Institute of Technology Bhubaneswar, Bhubaneswar, India",20.2602964,85.8394521,False,,1.0,838.3852210457472,,B_density_fallback,"Sheikh Kamal IT Training and Incubation Center, Barishal",Q138634659,540574.2,False,True
"Physics department, faculty of Science, Assiut University, 71516, Assiut, Egypt",27.1758583,31.2006123,False,,0.0,1327.6612981548435,,B_density_fallback,Gav Yam Negev Advanced Technologies Park,Q16129492,573821.4,False,True
"Research Centre Řež, 250 68 Husinec-Řež, Czechia",50.1724761,14.3620149,False,,0.0,2946.866990414037,,B_density_fallback,Nupharo Science Park,Q63057631,66778.8,False,True
"Department of Physics of Materials, Faculty of Mathematics and Physics, Charles University, Ke Karlovu 5, 121 16 Prague 2, Czechia",50.07017,14.4281626,False,,33.0,487.31141362814014,1569.6434221601446,B_density_fallback,Nupharo Science Park,Q63057631,79093.0,False,True
"Ningbo Insitute of Materials Technology and Engineering, Chinese Academy of Sciences, Ningbo 315201, P.R. China",29.8622194,121.6203873,False,,0.0,84.51634552158173,,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,129883.1,False,True
"Department of Inorganic Chemistry, University of Chemistry and Technology, Technická 5, 166 28, Prague 6, Czechia",50.0862472,14.2949765,False,,0.0,1249.0437334068815,642.0760920061515,B_density_fallback,Nupharo Science Park,Q63057631,74308.4,False,True
"Univ Lyon, CNRS, INSA Lyon, Universit&#x00E9; Claude Bernard Lyon 1, Ecole Centrale de Lyon, Amp&#x00E8;re, UMR5005, Villeurbanne, France",45.7660581,4.8796267,False,,14.0,394.4732454083101,1862.431339103832,B_density_fallback,parc du Cosmos,Q3364340,200817.5,False,True
"Eaton Corp, Menomonee Falls, WI, USA",43.1790768,-88.1170784,False,,0.0,,1135.4305288014418,B_density_fallback,Ignition Park,Q16847353,227525.0,False,True
innovation Center - Eaton Corporation (United States),,,,,,,,no_coordinates,,,,,
"CRRC Zhuzhou Electric Locomotive Institute Company Ltd, Zhuzhou, China",27.049812,113.55087,False,,0.0,,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,145339.4,False,True
"Applied Power Electronics Technology (APET) Research Group, CINTECX, Universidade de Vigo, Vigo, Spain",42.1697395,-8.6833125,False,,12.0,,1400.9112675802648,B_density_fallback,Tecnopole,Q7692758,74039.5,False,True
"CISE - Electromechatronic Systems Research Centre, University of Beira Interior, Covilh&#x00E3;, Portugal",,,,,,,,no_coordinates,,,,,
"School of Electronics Engineering, VIT-AP University, Amaravati, Andhra Pradesh, 522237 India",16.4928035,80.4982427,False,,2.0,,,B_density_fallback,International Tech Park Bangalore,Q4357999,490193.7,False,True
"State Key Laboratory of Electrical Insulation and Power Equipment, Xi'an Jiaotong University, 710049 Shaanxi, China",34.2476753,108.9789725,False,,12.0,632.6433315587775,1186.0451776899658,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,766485.9,False,True
"Department of Electrical and Robotic Engineering, Shahrood University of Technology, Shahrood, Iran",36.112446,50.5205978,False,,0.0,,,B_density_fallback,Pardis Technology Park,Q7136565,125043.4,False,True
"Department of Mechanical Engineering, Shahrood University of Technology, Shahrood, Iran",36.112446,50.5205978,False,,0.0,,,B_density_fallback,Pardis Technology Park,Q7136565,125043.4,False,True
"Department of Electronics and Communication Engineering, Indraprastha Institute of Information Technology at Delhi, New Delhi, India",28.6138954,77.2090057,False,,0.0,388.53643270603527,3992.9089663785344,B_density_fallback,Dhirubhai Ambani Knowledge City,Q5269620,1139580.7,False,True
"School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, South Korea",35.5735512,129.1899352,False,,1.0,,3154.73680524712,B_density_fallback,Kyoto Research Park,Q11374832,597695.1,False,True
"Division of Electronics and Electrical Engineering, Dongguk University, Jung-gu, Seoul, South Korea",37.5582383,126.9994886,False,,12.0,557.451356544166,2971.262550741416,B_density_fallback,Kyoto Research Park,Q11374832,833156.4,False,True
"LS Industrial Systems, Cheongju, South Korea",36.6421169,127.4891742,False,,1.0,,3172.584806542807,B_density_fallback,Kyoto Research Park,Q11374832,765683.1,False,True
"GE Global Research Center, Munich, Germany",48.1371079,11.5753822,False,,40.0,4.15859420630262,2798.0423927596703,B_density_fallback,Augsburg Innovationspark,Q760517,55095.2,False,True
"Department of Electrical and Electronics Engineering, GMR Institute of Technology, Rajam, India",18.4497559,83.6564679,False,,3.0,,,B_density_fallback,"Sheikh Kamal IT Training and Incubation Center, Barishal",Q138634659,842635.7,False,True
"Department of Electrical Engineering, Motilal Nehru National Institute of Technology, Allahabad, India",25.4924552,81.8638651,False,,0.0,2627.7156686202493,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,858898.5,False,True
"The State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China",36.6714564,117.0515287,False,,10.0,1918.850395085133,1578.4820748298753,B_density_fallback,Linyi National High-Tech Zone,Q120017310,216251.0,False,True
"Systems Department, United Technologies Research Center, East Hartford, CT, USA",41.767914,-72.644512,False,,0.0,3080.9422540311216,464.487000605548,B_density_fallback,University City Science Center,Q7894587,294023.1,False,True
"E&E Engineering - OEC Drives, Otis Elevator Company, Farmington, CT, USA",41.7198216,-72.8320435,False,,0.0,,2860.277090762863,B_density_fallback,University City Science Center,Q7894587,279012.0,False,True
"Department of Electrical Engineering, National Sun-Yat Sen University, Kaohsiung, Taiwan",22.6280059,120.2662241,False,,0.0,1149.0298367589453,,B_density_fallback,Kaohsiung Software Park,Q10566881,4281.4,False,True
"Department of Electrical Engineering, IIT Kharagpur, Kharagpur, India",22.3146519,87.3099912,False,,1.0,1112.526864365347,,B_density_fallback,"Sheikh Kamal IT Training and Incubation Center, Barishal",Q138634659,315346.1,False,True
"Emera & NB Power Research Centre for Smart Grid Technologies, University of New Brunswick, Fredericton, NB, Canada",45.9455202,-66.6401861,False,,10.0,,792.3201958552696,B_density_fallback,Québec Metro High Tech Park (Canada),Q59535539,370973.1,False,True
"Chair of Power Electronics and EMC, Technische Universität Chemnitz, Chemnitz, Germany",50.8142025,12.9293622,False,,5.0,2823.042728252714,3308.1734925625788,B_density_fallback,Nupharo Science Park,Q63057631,76335.3,False,True
"High Temperature Materials Institute, Henan University of Science and Technology, Luoyang 471000, Henan, China",34.6196539,112.4477046,False,,1.0,752.892886570076,,B_density_fallback,Linyi National High-Tech Zone,Q120017310,531430.3,False,True
"The State Key Laboratory of Refractories and Metallurgy, Wuhan University of Science and Technology, Wuhan 430081, Hubei, China",30.578891,114.2921197,False,,0.0,728.2230160134167,,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,294701.4,False,True
"College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter EX4 4QF, UK",50.7374315,-3.5334899,False,,6.0,1052.213080403399,3912.9159869011833,B_density_fallback,Exeter Science Park,Q7895387,5463.9,False,True
"FREEDM Systems Center, North Carolina State University, Raleigh, NC",35.7718497,-78.674087,False,,9.0,2460.547823976992,1725.0283257009305,B_density_fallback,Research Triangle Park,Q1187093,22774.5,False,True
"SET Group, CSIR-Central Mechanical Engineering Research Institute, Durgapur, India",23.5350475,87.3380425,False,,0.0,,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,299768.5,False,True
"Department of Electrical Engineering, National Institute of Technology (NIT) Durgapur, Durgapur, India",23.5486963,87.2910571,False,,1.0,,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,304150.1,False,True
"Department of Electrical Engineering, Indian Institute of Technology (IIT) Kharagpur, Kharagpur, India",22.3146519,87.3099912,False,,1.0,1112.526864365347,,B_density_fallback,"Sheikh Kamal IT Training and Incubation Center, Barishal",Q138634659,315346.1,False,True
Maryland Power Electronics Laboratory (MPEL) Electrical and Computer Engineering Department Institute for Systems Research University of Maryland College Park USA,,,,,,,,no_coordinates,,,,,
"Maryland Power Electronics Laboratory (MPEL), Electrical and Computer Engineering Department, Institute for Systems Research, University of Maryland, College Park, USA",38.980666,-76.9369189,False,,3.0,768.6801637765745,2322.6791027035806,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,35652.7,False,True
"State Key Laboratory of Advanced Welding and Joining, Harbin Institute of Technology, Harbin 150001, China",45.741589,126.6255626,False,,6.0,314.0733002785913,1438.279349020441,B_density_fallback,Future Science City,Q10902331,1034877.0,False,True
"Center of Analysis and Measurement, Harbin Institute of Technology, Harbin 150001, China",45.741589,126.6255626,False,,6.0,314.0733002785913,1438.279349020441,B_density_fallback,Future Science City,Q10902331,1034877.0,False,True
"DIEEI, University of Catania, Catania, Italy",37.5023612,15.0873718,False,,15.0,597.8596071690864,2680.0175726984035,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,525460.6,False,True
"ADG, STmicroelectronics, Catania, Italy",37.4386307,15.0635239,False,,0.0,2968.1554206438877,2960.7214981856528,B_density_fallback,Rome Research Area (Tor Vergata),Q3621988,531210.1,False,True
"Power Electronics and Machine Control Research Group, University of Nottingham, Nottingham, U.K",52.9387428,-1.2002957,False,,3.0,2053.5259643545737,911.617607318279,B_density_fallback,Aston Science Park,Q4811018,68158.1,False,True
"Department of Electrical Engineering, Universidad de Talca, Curicó, Chile",-35.0012814,-71.2302888,False,,3.0,2375.583284579278,618.7284765564779,B_density_fallback,Q6062532,Q6062532,1364300.1,False,True
"Department of Materials Science and Metallurgy, University of Cambridge 1 , 27 Charles Babbage Road, Cambridge CB3 0FS, United Kingdom",52.2093282,0.0848546,False,,38.0,3980.1342881530777,524.3492907841577,B_density_fallback,Cambridge Science Park,Q3275187,4892.4,False,True
"Institute of Physics of Materials & CEITEC IPM, Academy of Sciences of the Czech Republic 2 , Žižkova 22, 61600 Brno, Czech Republic",49.2073619,16.5896669,False,,13.0,2482.456832225692,1154.0171647857658,B_density_fallback,Český technologický park,Q108479437,2446.1,False,True
"Centre for High Frequency Engineering, University of Cardiff 3 , 5 The Parade, Newport Road, Cardiff CF24 3AA, United Kingdom",51.4831574,-3.1700362,False,,2.0,129.67363115289334,1034.3710732037932,B_density_fallback,Bristol and Bath Science Park,Q16953794,47972.2,False,True
"Energy Systems Research Laboratory, College of Engineering and Computing, Florida International University, Miami, FL, USA",25.7553898,-80.3762833,False,,2.0,,883.4679208156908,B_density_fallback,Lake Nona Medical City,Q6477131,303900.7,False,True
"Department of Electrical and Computer Engineering, Energy Systems Research Laboratory, College of Engineering and Computing, Florida International University, Miami, FL, USA",25.7553898,-80.3762833,False,,2.0,,883.4679208156908,B_density_fallback,Lake Nona Medical City,Q6477131,303900.7,False,True
"Department of Mechanical and Energy Engineering, Southern University of Science and Technology, No. 1088, Xueyuan Road, Shenzhen, Guangdong, 518055, China",26.504444,102.6314476,False,,0.0,,,B_density_fallback,Hoa Lac Hi-tech Park,Q6840705,680096.9,False,True
"Engineering, Faculty of Science, University of East Anglia, Norwich Research Park, Norwich, NR4 7TJ, UK",52.6285576,1.2923954,False,,2.0,1062.0495522623771,3135.6205960995408,B_density_fallback,Norwich Research Park,Q7061528,4648.8,False,True
"Information Research Laboratories, Pohang University of Science and Technology, Pohang 37673, Republic of Korea",36.0180795,129.3208556,False,,1.0,,1402.050923059326,B_density_fallback,Kyoto Research Park,Q11374832,591767.8,False,True
"Electrical Engineering, Pohang University of Science and Technology, Pohang 37673, Republic of Korea",36.0180795,129.3208556,False,,1.0,,1402.050923059326,B_density_fallback,Kyoto Research Park,Q11374832,591767.8,False,True
"State Key Laboratory of Control and Simulation of Power System and Generation Equipment, University of Tsinghua, Beijing, China",39.9921913,116.3295287,False,,67.0,201.39927470190253,829.7853246251423,B_density_fallback,TusPark,Q17028810,448.8,True,False
"Institut d’Electronique et des Systémes, Université de Montpellier, Montpellier, France",43.6331162,3.8605852,False,,40.0,3581.905550789076,,B_density_fallback,parc du Cosmos,Q3364340,80499.8,False,True
"Institut d'Electronique et des Systémes, Université de Montpellier, Montpellier, France",43.6331162,3.8605852,False,,40.0,3581.905550789076,,B_density_fallback,parc du Cosmos,Q3364340,80499.8,False,True
"Electrical and Mechanical Engineering, Nagoya Institute of Technology, Nagoya, Japan",35.1572716,136.9252004,False,,8.0,728.0983277550836,332.113814349495,B_density_fallback,Kyoto Research Park,Q11374832,109554.9,False,True
"College of Applied Science and Technology, Beijing Union University, Beijing, China",39.9889733,116.4206958,False,,8.0,890.0161872993558,283.5026271954155,B_density_fallback,TusPark,Q17028810,8210.1,False,True
"Faculty of Information Technology, Macau University of Science and Technology, Macau, China",22.1526454,113.568041,False,,6.0,272.7158602117604,,B_density_fallback,Hong Kong-Shenzhen Innovation and Technology Park,Q28650892,66680.8,False,True
"Centro Singular de Investigación en Tecnoloxías da Información, University of Santiago de Compostela, 15782 Santiago de Compostela, Spain",42.8874537,-8.5441381,False,,32.0,1893.6126024089835,1432.0361605355338,B_density_fallback,Q93049675,Q93049675,50903.3,False,True
"Nanoelectronic Devices Computational Group, College of Engineering, Swansea University, Swansea, Wales SA1 8EN, UK",51.6189634,-3.8841088,False,,0.0,3955.2934594841736,3267.791084439102,B_density_fallback,Bristol and Bath Science Park,Q16953794,98106.5,False,True
"Department of Physics, Midlands State University, P Bag 9055, Gweru, Zimbabwe",-19.5133182,29.8325151,False,,2.0,,,B_density_fallback,Tshimologong Precinct,Q135036739,765455.5,False,True
"Department of Physics, University of Pretoria, Hatfield 0028, South Africa",-25.7543354,28.2308578,False,,5.0,546.6275605085052,2947.5948965126145,B_density_fallback,Tshimologong Precinct,Q135036739,52836.6,False,True
"Department of Electrics/Electronics and Software, VIRTUAL VEHICLE Research Center, Graz, Austria and Department of Mechanical and Materials Engineering, Florida International University, Miami, Florida, USA",25.7553898,-80.3762833,False,,2.0,,883.4679208156908,B_density_fallback,Lake Nona Medical City,Q6477131,303900.7,False,True
"Department of Electrics/Electronics and Software, VIRTUAL VEHICLE Research Center, Graz, Austria",47.0708678,15.4382786,False,,30.0,507.2839875576801,,B_density_fallback,Lakeside Science & Technology Park,Q24026883,102759.3,False,True
"Graz University of Technology, Graz, Austria",47.0582807,15.4602462,False,,23.0,1056.8445476199008,3040.416766487,B_density_fallback,Lakeside Science & Technology Park,Q24026883,103550.5,False,True
